event_id,fortune_rank_2025,company_name,ticker,cik_padded,target_report_year,filing_date,report_date,naics_sector_code,naics_sector_name,AI_Related_Disclosure_Intensity,AI_RiskRelated_Topic_Share,AI_Risk_Orientation_Proxy,log_total_words,AI_Mention_Count,Topic_Entropy,filing_year,ticker_estimate,company,filing_date_estimate,event_trading_date,market_benchmark,market_data_status,failure_reason,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,AbnormalVolume_0_p1,AbnormalVolume_0_p3,AbnormalVolume_0_p5,CAR_m10_m6,CAR_m5_m2,AbnormalVolume_m5_m2
INGM_2024_1897762,90,Ingram Micro Holding,INGM,1897762,2024,2025-03-05,2024-12-28,42,Wholesale Trade,1.061333,0.428571,0.142857,11.348039029257633,9,1.3720227955033817,2025,,,,,,,,,,,,,,,,,
INGM_2025_1897762,90,Ingram Micro Holding,INGM,1897762,2025,2026-03-03,2025-12-27,42,Wholesale Trade,1.573168,0.416667,0.125,11.059834015188425,10,1.4176206480680542,2026,,,,,,,,,,,,,,,,,
GD_2023_40533,91,General Dynamics,GD,40533,2023,2024-02-08,2023-12-31,31-33,Manufacturing,0.241628,0.0,-1.0,10.630697938371775,1,-0.0,2024,,,,,,,,,,,,,,,,,
GD_2024_40533,91,General Dynamics,GD,40533,2024,2025-02-07,2024-12-31,31-33,Manufacturing,0.4798,0.0,-1.0,10.637872641112319,2,-0.0,2025,,,,,,,,,,,,,,,,,
GD_2025_40533,91,General Dynamics,GD,40533,2025,2026-01-30,2025-12-31,31-33,Manufacturing,0.488759,0.0,-0.75,10.619374220065563,2,0.5623351446188083,2026,,,,,,,,,,,,,,,,,
UBER_2023_1543151,92,Uber Technologies,UBER,1543151,2023,2024-02-15,2023-12-31,56,Administrative and Support and Waste Management and Remediation Services,1.359946,0.875,0.8125,11.46784441352959,13,1.244016695792894,2024,,,,,,,,,,,,,,,,,
UBER_2024_1543151,92,Uber Technologies,UBER,1543151,2024,2025-02-14,2024-12-31,56,Administrative and Support and Waste Management and Remediation Services,1.442585,0.9375,0.9375,11.408853008297033,13,0.9868994488385301,2025,,,,,,,,,,,,,,,,,
UBER_2025_1543151,92,Uber Technologies,UBER,1543151,2025,2026-02-13,2025-12-31,56,Administrative and Support and Waste Management and Remediation Services,1.361362,0.947368,0.947368,11.386761154348415,12,1.0937709206646464,2026,,,,,,,,,,,,,,,,,
TRV_2023_86312,96,Travelers,TRV,86312,2023,2024-02-15,2023-12-31,52,Finance and Insurance,1.377814,0.384615,0.384615,11.66243108748918,16,1.0720163820537278,2024,,,,,,,,,,,,,,,,,
TRV_2024_86312,96,Travelers,TRV,86312,2024,2025-02-13,2024-12-31,52,Finance and Insurance,1.705233,0.529413,0.529412,11.672370675429878,20,1.1874170719280535,2025,,,,,,,,,,,,,,,,,
TRV_2025_86312,96,Travelers,TRV,86312,2025,2026-02-12,2025-12-31,52,Finance and Insurance,2.76162,0.586207,0.586207,11.660258672841705,32,1.2967173543216746,2026,,,,,,,,,,,,,,,,,
BMY_2023_14272,97,Bristol-Myers Squibb,BMY,14272,2023,2024-02-13,2023-12-31,31-33,Manufacturing,0.0,0.0,0.0,11.263129882658593,0,0.0,2024,,,,,,,,,,,,,,,,,
BMY_2024_14272,97,Bristol-Myers Squibb,BMY,14272,2024,2025-02-12,2024-12-31,31-33,Manufacturing,0.531894,0.833333,0.666667,11.227946402759223,4,1.0114044957559118,2025,,,,,,,,,,,,,,,,,
BMY_2025_14272,97,Bristol-Myers Squibb,BMY,14272,2025,2026-02-11,2025-12-31,31-33,Manufacturing,1.063901,0.7,0.4,11.227840018365713,8,1.313834033192747,2026,,,,,,,,,,,,,,,,,
KO_2023_21344,98,Coca-Cola,KO,21344,2023,2024-02-20,2023-12-31,31-33,Manufacturing,0.800357,0.5,0.5,11.378948258699854,7,1.0397207708399179,2024,,,,,,,,,,,,,,,,,
KO_2024_21344,98,Coca-Cola,KO,21344,2024,2025-02-20,2024-12-31,31-33,Manufacturing,1.142792,0.5,0.5,11.379451213570258,10,1.0114044957559118,2025,,,,,,,,,,,,,,,,,
KO_2025_21344,98,Coca-Cola,KO,21344,2025,2026-02-20,2025-12-31,31-33,Manufacturing,1.602307,0.375,0.375,11.377953034549302,14,0.9002560512685369,2026,,,,,,,,,,,,,,,,,
NKE_2023_320187,99,Nike,NKE,320187,2023,2023-07-20,2023-05-31,31-33,Manufacturing,0.187445,0.0,0.0,10.88461051241177,1,-0.0,2023,,,,,,,,,,,,,,,,,
NKE_2024_320187,99,Nike,NKE,320187,2024,2024-07-25,2024-05-31,31-33,Manufacturing,0.736391,0.5,0.5,10.902629352637497,4,1.0397207708399179,2024,,,,,,,,,,,,,,,,,
NKE_2025_320187,99,Nike,NKE,320187,2025,2025-07-17,2025-05-31,31-33,Manufacturing,0.376407,0.666666,0.666667,10.880572303642872,2,1.098612190055321,2025,,,,,,,,,,,,,,,,,
