fortune_rank_2025,company_name,ticker,cik_padded,target_report_year,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,seed_efficiency_productivity_count,seed_efficiency_productivity_share,seed_negative_sensitive_count,seed_negative_sensitive_share,seed_content_generation_count,seed_content_generation_share,seed_privacy_data_security_count,seed_privacy_data_security_share,seed_infrastructure_platform_count,seed_infrastructure_platform_share,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label
70,Broadcom,AVGO,0001730168,2024,48,1,0.020833,15,0.3125,4,0.083333,27,0.5625,1,0.020833,57,1.1875,86,1.791667,7,0.145833,171,3.5625,136,2.833333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.020833,15,0.3125,4,0.083333,27,0.5625,1,0.020833,6,0.124999,-0.4375,3,ai_cloud_platform_infrastructure
70,Broadcom,AVGO,0001730168,2025,63,2,0.031746,27,0.428571,3,0.047619,30,0.47619,1,0.015873,73,1.15873,83,1.31746,7,0.111111,157,2.492063,184,2.920635,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.031746,27,0.428571,3,0.047619,30,0.47619,1,0.015873,6,0.095238,-0.380952,3,ai_cloud_platform_infrastructure
71,Delta Air Lines,DAL,0000027904,2025,12,3,0.25,0,0.0,2,0.166667,5,0.416667,2,0.166667,9,0.75,27,2.25,2,0.166667,31,2.583333,14,1.166667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.25,0,0.0,2,0.166667,5,0.416667,2,0.166667,7,0.583334,0.166667,3,ai_cloud_platform_infrastructure
73,Pfizer,PFE,0000078003,2023,6,1,0.166667,0,0.0,2,0.333333,0,0.0,3,0.5,3,0.5,20,3.333333,0,0.0,13,2.166667,6,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.166667,0,0.0,2,0.333333,0,0.0,3,0.5,6,1.0,1.0,4,ai_use_legal_regulatory_risk
73,Pfizer,PFE,0000078003,2024,9,2,0.222222,2,0.222222,2,0.222222,0,0.0,3,0.333333,3,0.333333,26,2.888889,2,0.222222,14,1.555556,7,0.777778,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.222222,2,0.222222,2,0.222222,0,0.0,3,0.333333,7,0.777777,0.777778,4,ai_use_legal_regulatory_risk
73,Pfizer,PFE,0000078003,2025,31,4,0.129032,8,0.258065,1,0.032258,1,0.032258,17,0.548387,33,1.064516,48,1.548387,3,0.096774,46,1.483871,14,0.451613,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.129032,8,0.258065,1,0.032258,1,0.032258,17,0.548387,22,0.709677,0.677419,4,ai_use_legal_regulatory_risk
74,TD Synnex,SNX,0001177394,2023,5,0,0.0,2,0.4,0,0.0,3,0.6,0,0.0,5,1.0,15,3.0,2,0.4,18,3.6,20,4.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.4,0,0.0,3,0.6,0,0.0,0,0.0,-0.6,3,ai_cloud_platform_infrastructure
74,TD Synnex,SNX,0001177394,2024,6,0,0.0,3,0.5,1,0.166667,2,0.333333,0,0.0,6,1.0,20,3.333333,2,0.333333,23,3.833333,21,3.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,3,0.5,1,0.166667,2,0.333333,0,0.0,1,0.166667,-0.166667,1,business_product_service_revenue
74,TD Synnex,SNX,0001177394,2025,20,1,0.05,3,0.15,1,0.05,4,0.2,11,0.55,15,0.75,48,2.4,2,0.1,33,1.65,22,1.1,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.05,3,0.15,1,0.05,4,0.2,11,0.55,13,0.65,0.45,4,ai_use_legal_regulatory_risk
75,ConocoPhillips,COP,0001163165,2023,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
75,ConocoPhillips,COP,0001163165,2024,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
75,ConocoPhillips,COP,0001163165,2025,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
76,Galaxy Digital,GLXY,0001859392,2025,80,3,0.0375,45,0.5625,3,0.0375,13,0.1625,16,0.2,30,0.375,95,1.1875,14,0.175,210,2.625,101,1.2625,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.0375,45,0.5625,3,0.0375,13,0.1625,16,0.2,22,0.275,0.1125,1,business_product_service_revenue
77,AbbVie,ABBV,0001551152,2024,4,1,0.25,1,0.25,0,0.0,0,0.0,2,0.5,0,0.0,7,1.75,0,0.0,6,1.5,4,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.25,1,0.25,0,0.0,0,0.0,2,0.5,3,0.75,0.75,4,ai_use_legal_regulatory_risk
77,AbbVie,ABBV,0001551152,2025,5,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,0,0.0,7,1.4,0,0.0,6,1.2,4,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,3,0.6,0.4,0,privacy_data_law_protection
78,Prudential Financial,PRU,0001137774,2023,10,1,0.1,2,0.2,2,0.2,0,0.0,5,0.5,7,0.7,58,5.8,4,0.4,50,5.0,3,0.3,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.1,2,0.2,2,0.2,0,0.0,5,0.5,8,0.8,0.8,4,ai_use_legal_regulatory_risk
78,Prudential Financial,PRU,0001137774,2024,20,3,0.15,2,0.1,2,0.1,0,0.0,13,0.65,14,0.7,75,3.75,4,0.2,72,3.6,18,0.9,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.15,2,0.1,2,0.1,0,0.0,13,0.65,18,0.9,0.9,4,ai_use_legal_regulatory_risk
78,Prudential Financial,PRU,0001137774,2025,23,2,0.086957,2,0.086957,7,0.304348,0,0.0,12,0.521739,15,0.652174,82,3.565217,6,0.26087,83,3.608696,28,1.217391,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.086957,2,0.086957,7,0.304348,0,0.0,12,0.521739,21,0.913044,0.913043,4,ai_use_legal_regulatory_risk
79,TJX,TJX,0000109198,2025,4,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,0,0.0,6,1.5,0,0.0,6,1.5,7,1.75,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,2,0.5,0.5,1,business_product_service_revenue
80,Performance Food Group,PFGC,0001618673,2024,3,0,0.0,0,0.0,1,0.333333,0,0.0,2,0.666667,2,0.666667,5,1.666667,0,0.0,4,1.333333,4,1.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,0.333333,0,0.0,2,0.666667,3,1.0,1.0,4,ai_use_legal_regulatory_risk
80,Performance Food Group,PFGC,0001618673,2025,10,2,0.2,0,0.0,2,0.2,0,0.0,6,0.6,18,1.8,38,3.8,3,0.3,22,2.2,10,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.2,0,0.0,2,0.2,0,0.0,6,0.6,10,1.0,1.0,4,ai_use_legal_regulatory_risk
81,United Airlines Holdings,UAL,0000100517,2023,6,0,0.0,0,0.0,2,0.333333,0,0.0,4,0.666667,2,0.333333,20,3.333333,3,0.5,9,1.5,12,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,2,0.333333,0,0.0,4,0.666667,6,1.0,1.0,4,ai_use_legal_regulatory_risk
81,United Airlines Holdings,UAL,0000100517,2024,7,0,0.0,1,0.142857,2,0.285714,0,0.0,4,0.571429,3,0.428571,21,3.0,3,0.428571,10,1.428571,15,2.142857,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.142857,2,0.285714,0,0.0,4,0.571429,6,0.857143,0.857143,4,ai_use_legal_regulatory_risk
81,United Airlines Holdings,UAL,0000100517,2025,8,0,0.0,1,0.125,2,0.25,0,0.0,5,0.625,3,0.375,21,2.625,4,0.5,10,1.25,16,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.125,2,0.25,0,0.0,5,0.625,7,0.875,0.875,4,ai_use_legal_regulatory_risk
82,Oracle,ORCL,0001341439,2023,13,0,0.0,3,0.230769,0,0.0,10,0.769231,0,0.0,12,0.923077,22,1.692308,2,0.153846,28,2.153846,51,3.923077,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,3,0.230769,0,0.0,10,0.769231,0,0.0,0,0.0,-0.769231,3,ai_cloud_platform_infrastructure
82,Oracle,ORCL,0001341439,2024,23,2,0.086957,3,0.130435,0,0.0,14,0.608696,4,0.173913,12,0.521739,53,2.304348,2,0.086957,49,2.130435,72,3.130435,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.086957,3,0.130435,0,0.0,14,0.608696,4,0.173913,6,0.26087,-0.347826,3,ai_cloud_platform_infrastructure
82,Oracle,ORCL,0001341439,2025,30,4,0.133333,7,0.233333,0,0.0,14,0.466667,5,0.166667,13,0.433333,61,2.033333,2,0.066667,59,1.966667,87,2.9,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.133333,7,0.233333,0,0.0,14,0.466667,5,0.166667,9,0.3,-0.166667,3,ai_cloud_platform_infrastructure
83,Cisco Systems,CSCO,0000858877,2023,21,2,0.095238,1,0.047619,1,0.047619,11,0.52381,6,0.285714,23,1.095238,49,2.333333,0,0.0,55,2.619048,26,1.238095,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.095238,1,0.047619,1,0.047619,11,0.52381,6,0.285714,9,0.428571,-0.095238,3,ai_cloud_platform_infrastructure
83,Cisco Systems,CSCO,0000858877,2024,26,3,0.115385,4,0.153846,3,0.115385,7,0.269231,9,0.346154,17,0.653846,45,1.730769,0,0.0,43,1.653846,22,0.846154,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.115385,4,0.153846,3,0.115385,7,0.269231,9,0.346154,15,0.576924,0.307692,4,ai_use_legal_regulatory_risk
83,Cisco Systems,CSCO,0000858877,2025,47,2,0.042553,8,0.170213,5,0.106383,19,0.404255,13,0.276596,19,0.404255,76,1.617021,1,0.021277,96,2.042553,53,1.12766,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.042553,8,0.170213,5,0.106383,19,0.404255,13,0.276596,20,0.425532,0.021277,3,ai_cloud_platform_infrastructure
84,HP,HPQ,0000047217,2023,19,1,0.052632,8,0.421053,0,0.0,1,0.052632,9,0.473684,17,0.894737,28,1.473684,0,0.0,23,1.210526,9,0.473684,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.052632,8,0.421053,0,0.0,1,0.052632,9,0.473684,10,0.526316,0.473684,4,ai_use_legal_regulatory_risk
84,HP,HPQ,0000047217,2024,33,1,0.030303,9,0.272727,4,0.121212,6,0.181818,13,0.393939,27,0.818182,70,2.121212,0,0.0,60,1.818182,31,0.939394,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.030303,9,0.272727,4,0.121212,6,0.181818,13,0.393939,18,0.545454,0.363636,4,ai_use_legal_regulatory_risk
84,HP,HPQ,0000047217,2025,38,1,0.026316,15,0.394737,4,0.105263,5,0.131579,13,0.342105,47,1.236842,75,1.973684,0,0.0,64,1.684211,35,0.921053,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.026316,15,0.394737,4,0.105263,5,0.131579,13,0.342105,18,0.473684,0.342105,1,business_product_service_revenue
85,Charter Communications,CHTR,0001091667,2023,9,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,1,0.111111,17,1.888889,0,0.0,11,1.222222,3,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,8,0.888889,0.888889,4,ai_use_legal_regulatory_risk
85,Charter Communications,CHTR,0001091667,2024,9,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,1,0.111111,16,1.777778,0,0.0,10,1.111111,3,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,8,0.888889,0.888889,4,ai_use_legal_regulatory_risk
85,Charter Communications,CHTR,0001091667,2025,12,3,0.25,1,0.083333,1,0.083333,0,0.0,7,0.583333,3,0.25,25,2.083333,0,0.0,22,1.833333,5,0.416667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.25,1,0.083333,1,0.083333,0,0.0,7,0.583333,11,0.916666,0.916667,4,ai_use_legal_regulatory_risk
86,American Airlines Group,AAL,0000006201,2023,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,business_product_service_revenue
86,American Airlines Group,AAL,0000006201,2024,21,2,0.095238,1,0.047619,7,0.333333,0,0.0,11,0.52381,13,0.619048,77,3.666667,10,0.47619,51,2.428571,30,1.428571,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.095238,1,0.047619,7,0.333333,0,0.0,11,0.52381,20,0.952381,0.952381,4,ai_use_legal_regulatory_risk
86,American Airlines Group,AAL,0000006201,2025,28,3,0.107143,1,0.035714,7,0.25,0,0.0,17,0.607143,15,0.535714,77,2.75,12,0.428571,49,1.75,39,1.392857,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.107143,1,0.035714,7,0.25,0,0.0,17,0.607143,27,0.964286,0.964286,4,ai_use_legal_regulatory_risk
87,Tyson Foods,TSN,0000100493,2023,6,1,0.166667,4,0.666667,0,0.0,1,0.166667,0,0.0,23,3.833333,4,0.666667,0,0.0,3,0.5,1,0.166667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.166667,4,0.666667,0,0.0,1,0.166667,0,0.0,1,0.166667,0.0,1,business_product_service_revenue
87,Tyson Foods,TSN,0000100493,2024,3,1,0.333333,0,0.0,1,0.333333,1,0.333333,0,0.0,5,1.666667,5,1.666667,0,0.0,4,1.333333,1,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.333333,0,0.0,1,0.333333,1,0.333333,0,0.0,2,0.666666,0.333333,0,privacy_data_law_protection
87,Tyson Foods,TSN,0000100493,2025,4,0,0.0,2,0.5,1,0.25,1,0.25,0,0.0,7,1.75,5,1.25,0,0.0,4,1.0,1,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.5,1,0.25,1,0.25,0,0.0,1,0.25,0.0,1,business_product_service_revenue
88,Intel,INTC,0000050863,2023,99,3,0.030303,15,0.151515,1,0.010101,71,0.717172,9,0.090909,99,1.0,81,0.818182,12,0.121212,108,1.090909,191,1.929293,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.030303,15,0.151515,1,0.010101,71,0.717172,9,0.090909,13,0.131313,-0.585859,3,ai_cloud_platform_infrastructure
88,Intel,INTC,0000050863,2024,88,3,0.034091,21,0.238636,3,0.034091,56,0.636364,5,0.056818,93,1.056818,56,0.636364,10,0.113636,80,0.909091,117,1.329545,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.034091,21,0.238636,3,0.034091,56,0.636364,5,0.056818,11,0.125,-0.511364,3,ai_cloud_platform_infrastructure
88,Intel,INTC,0000050863,2025,96,3,0.03125,25,0.260417,3,0.03125,59,0.614583,6,0.0625,89,0.927083,53,0.552083,15,0.15625,111,1.15625,131,1.364583,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.03125,25,0.260417,3,0.03125,59,0.614583,6,0.0625,12,0.125,-0.489583,3,ai_cloud_platform_infrastructure
89,Enterprise Products Partners,EPD,0001061219,2025,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,business_product_service_revenue
90,Ingram Micro Holding,INGM,0001897762,2024,21,1,0.047619,6,0.285714,1,0.047619,6,0.285714,7,0.333333,17,0.809524,47,2.238095,0,0.0,34,1.619048,36,1.714286,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.047619,6,0.285714,1,0.047619,6,0.285714,7,0.333333,9,0.428571,0.142857,4,ai_use_legal_regulatory_risk
90,Ingram Micro Holding,INGM,0001897762,2025,24,2,0.083333,7,0.291667,1,0.041667,7,0.291667,7,0.291667,23,0.958333,54,2.25,0,0.0,42,1.75,39,1.625,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.083333,7,0.291667,1,0.041667,7,0.291667,7,0.291667,10,0.416667,0.125,1,business_product_service_revenue
91,General Dynamics,GD,0000040533,2023,5,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,2,0.4,5,1.0,0,0.0,9,1.8,9,1.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,0,0.0,-1.0,3,ai_cloud_platform_infrastructure
91,General Dynamics,GD,0000040533,2024,4,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,2,0.5,4,1.0,0,0.0,6,1.5,8,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,-1.0,3,ai_cloud_platform_infrastructure
91,General Dynamics,GD,0000040533,2025,4,0,0.0,1,0.25,0,0.0,3,0.75,0,0.0,2,0.5,4,1.0,1,0.25,6,1.5,7,1.75,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.25,0,0.0,3,0.75,0,0.0,0,0.0,-0.75,3,ai_cloud_platform_infrastructure
92,Uber Technologies,UBER,0001543151,2023,16,3,0.1875,1,0.0625,2,0.125,1,0.0625,9,0.5625,2,0.125,34,2.125,0,0.0,40,2.5,16,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.1875,1,0.0625,2,0.125,1,0.0625,9,0.5625,14,0.875,0.8125,4,ai_use_legal_regulatory_risk
92,Uber Technologies,UBER,0001543151,2024,16,4,0.25,1,0.0625,1,0.0625,0,0.0,10,0.625,2,0.125,37,2.3125,2,0.125,39,2.4375,15,0.9375,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.25,1,0.0625,1,0.0625,0,0.0,10,0.625,15,0.9375,0.9375,4,ai_use_legal_regulatory_risk
92,Uber Technologies,UBER,0001543151,2025,19,6,0.315789,1,0.052632,2,0.105263,0,0.0,10,0.526316,4,0.210526,52,2.736842,2,0.105263,48,2.526316,21,1.105263,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,6,0.315789,1,0.052632,2,0.105263,0,0.0,10,0.526316,18,0.947368,0.947368,4,ai_use_legal_regulatory_risk
96,Travelers,TRV,0000086312,2023,13,1,0.076923,8,0.615385,2,0.153846,0,0.0,2,0.153846,21,1.615385,16,1.230769,0,0.0,19,1.461538,15,1.153846,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.076923,8,0.615385,2,0.153846,0,0.0,2,0.153846,5,0.384615,0.384615,1,business_product_service_revenue
96,Travelers,TRV,0000086312,2024,17,3,0.176471,8,0.470588,5,0.294118,0,0.0,1,0.058824,23,1.352941,28,1.647059,0,0.0,34,2.0,20,1.176471,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.176471,8,0.470588,5,0.294118,0,0.0,1,0.058824,9,0.529413,0.529412,1,business_product_service_revenue
96,Travelers,TRV,0000086312,2025,29,4,0.137931,12,0.413793,8,0.275862,0,0.0,5,0.172414,27,0.931034,46,1.586207,0,0.0,42,1.448276,31,1.068966,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.137931,12,0.413793,8,0.275862,0,0.0,5,0.172414,17,0.586207,0.586207,1,business_product_service_revenue
97,Bristol-Myers Squibb,BMY,0000014272,2024,6,0,0.0,0,0.0,2,0.333333,1,0.166667,3,0.5,9,1.5,13,2.166667,3,0.5,9,1.5,5,0.833333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,2,0.333333,1,0.166667,3,0.5,5,0.833333,0.666667,4,ai_use_legal_regulatory_risk
97,Bristol-Myers Squibb,BMY,0000014272,2025,10,1,0.1,0,0.0,3,0.3,3,0.3,3,0.3,11,1.1,17,1.7,4,0.4,18,1.8,8,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.1,0,0.0,3,0.3,3,0.3,3,0.3,7,0.7,0.4,2,cybersecurity_attacks_security_threats
98,Coca-Cola,KO,0000021344,2023,4,1,0.25,2,0.5,1,0.25,0,0.0,0,0.0,5,1.25,6,1.5,1,0.25,13,3.25,6,1.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.25,2,0.5,1,0.25,0,0.0,0,0.0,2,0.5,0.5,1,business_product_service_revenue
98,Coca-Cola,KO,0000021344,2024,6,2,0.333333,3,0.5,1,0.166667,0,0.0,0,0.0,8,1.333333,8,1.333333,1,0.166667,15,2.5,7,1.166667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.333333,3,0.5,1,0.166667,0,0.0,0,0.0,3,0.5,0.5,1,business_product_service_revenue
