fortune_rank_2025,company_name,ticker,cik,cik_padded,target_report_year,download_status,failure_reason,form_type,filing_date,report_date,accession_number,primary_document,sec_filing_url,sec_document_url,local_html_path,local_text_path,total_words,ai_keyword_count,ai_keyword_per_10k_words,sample_role,has_10k_text,audit_category,analysis_treatment,sec_sic_code,sec_sic_description,naics_code,naics_description,naics_sector_code,naics_sector_name,naics_source,industry_enrichment_status,industry_enrichment_reason,final_dataset_role,has_10k_text_final,has_ai_window_k5,is_primary_text_sample,is_k5_topic_sample,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label
48,UPS,UPS,1090727,0001090727,2024,success,,10-K,2025-02-18,2024-12-31,0001090727-25-000019,ups-20241231.htm,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000019/,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000019/ups-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/UPS/2024_UPS_10k.html,data/processed/sec_10k_text/top100/chunk_02/UPS/2024_UPS_10k.txt,68107,5,0.734139,primary_text_sample,TRUE,,,4210,Trucking & Courier Services (No Air),,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,5,0,0.0,4,0.8,1,0.2,0,0.0,0,0.0,0,0.0,4,0.8,1,0.2,0,0.0,0,0.0,1,0.2,0.2,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
48,UPS,UPS,1090727,0001090727,2025,success,,10-K,2026-02-17,2025-12-31,0001628280-26-008432,ups-20251231.htm,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/ups-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/UPS/2025_UPS_10k.html,data/processed/sec_10k_text/top100/chunk_02/UPS/2025_UPS_10k.txt,63188,7,1.107805,primary_text_sample,TRUE,,,4210,Trucking & Courier Services (No Air),,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,12,0,0.0,3,0.25,6,0.5,3,0.25,0,0.0,0,0.0,3,0.25,6,0.5,3,0.25,0,0.0,6,0.5,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
49,RTX,RTX,101829,0000101829,2023,success,,10-K,2024-02-05,2023-12-31,0000101829-24-000008,rtx-20231231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182924000008/,https://www.sec.gov/Archives/edgar/data/101829/000010182924000008/rtx-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/RTX/2023_RTX_10k.html,data/processed/sec_10k_text/top100/chunk_02/RTX/2023_RTX_10k.txt,78475,4,0.509716,primary_text_sample,TRUE,,,3724,Aircraft Engines & Engine Parts,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,4,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,1,0.25,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
49,RTX,RTX,101829,0000101829,2024,success,,10-K,2025-02-03,2024-12-31,0000101829-25-000005,rtx-20241231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182925000005/,https://www.sec.gov/Archives/edgar/data/101829/000010182925000005/rtx-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/RTX/2024_RTX_10k.html,data/processed/sec_10k_text/top100/chunk_02/RTX/2024_RTX_10k.txt,84314,10,1.186043,primary_text_sample,TRUE,,,3724,Aircraft Engines & Engine Parts,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,10,2,0.2,4,0.4,1,0.1,0,0.0,3,0.3,2,0.2,4,0.4,1,0.1,0,0.0,3,0.3,6,0.6,0.6,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
49,RTX,RTX,101829,0000101829,2025,success,,10-K,2026-02-06,2025-12-31,0000101829-26-000006,rtx-20251231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/rtx-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/RTX/2025_RTX_10k.html,data/processed/sec_10k_text/top100/chunk_02/RTX/2025_RTX_10k.txt,77335,9,1.163768,primary_text_sample,TRUE,,,3724,Aircraft Engines & Engine Parts,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,9,2,0.222222,3,0.333333,1,0.111111,0,0.0,3,0.333333,2,0.222222,3,0.333333,1,0.111111,0,0.0,3,0.333333,6,0.666666,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
50,FedEx,FDX,1048911,0001048911,2023,success,,10-K,2023-07-17,2023-05-31,0000950170-23-033201,fdx-20230531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/fdx-20230531.htm,data/raw/sec_10k_html/top100/chunk_02/FDX/2023_FDX_10k.html,data/processed/sec_10k_text/top100/chunk_02/FDX/2023_FDX_10k.txt,73200,9,1.229508,primary_text_sample,TRUE,,,4513,Air Courier Services,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,8,3,0.375,2,0.25,0,0.0,3,0.375,0,0.0,3,0.375,2,0.25,0,0.0,3,0.375,0,0.0,3,0.375,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
50,FedEx,FDX,1048911,0001048911,2024,success,,10-K,2024-07-15,2024-05-31,0000950170-24-083577,fdx-20240531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/fdx-20240531.htm,data/raw/sec_10k_html/top100/chunk_02/FDX/2024_FDX_10k.html,data/processed/sec_10k_text/top100/chunk_02/FDX/2024_FDX_10k.txt,75805,28,3.693688,primary_text_sample,TRUE,,,4513,Air Courier Services,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,19,7,0.368421,4,0.210526,3,0.157895,5,0.263158,0,0.0,7,0.368421,4,0.210526,3,0.157895,5,0.263158,0,0.0,10,0.526316,0.263158,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
50,FedEx,FDX,1048911,0001048911,2025,success,,10-K,2025-07-21,2025-05-31,0001048911-25-000011,fdx-20250531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/fdx-20250531.htm,data/raw/sec_10k_html/top100/chunk_02/FDX/2025_FDX_10k.html,data/processed/sec_10k_text/top100/chunk_02/FDX/2025_FDX_10k.txt,75594,27,3.571712,primary_text_sample,TRUE,,,4513,Air Courier Services,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,19,7,0.368421,5,0.263158,3,0.157895,4,0.210526,0,0.0,7,0.368421,5,0.263158,3,0.157895,4,0.210526,0,0.0,10,0.526316,0.315789,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
51,Progressive,PGR,80661,0000080661,2023,success,,10-K,2024-02-26,2023-12-31,0000080661-24-000007,pgr-20231231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066124000007/,https://www.sec.gov/Archives/edgar/data/80661/000008066124000007/pgr-20231231.htm,data/raw/sec_10k_html/top100/chunk_03/PGR/2023_PGR_10k.html,data/processed/sec_10k_text/top100/chunk_03/PGR/2023_PGR_10k.txt,31937,15,4.696747,primary_text_sample,TRUE,,,6331,"Fire, Marine & Casualty Insurance",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,17,6,0.352941,1,0.058824,0,0.0,0,0.0,10,0.588235,6,0.352941,1,0.058824,0,0.0,0,0.0,10,0.588235,16,0.941176,0.941176,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
51,Progressive,PGR,80661,0000080661,2024,success,,10-K,2025-03-03,2024-12-31,0000080661-25-000007,pgr-20241231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066125000007/,https://www.sec.gov/Archives/edgar/data/80661/000008066125000007/pgr-20241231.htm,data/raw/sec_10k_html/top100/chunk_03/PGR/2024_PGR_10k.html,data/processed/sec_10k_text/top100/chunk_03/PGR/2024_PGR_10k.txt,30889,13,4.208618,primary_text_sample,TRUE,,,6331,"Fire, Marine & Casualty Insurance",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,17,2,0.117647,0,0.0,0,0.0,0,0.0,15,0.882353,2,0.117647,0,0.0,0,0.0,0,0.0,15,0.882353,17,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
51,Progressive,PGR,80661,0000080661,2025,success,,10-K,2026-03-02,2025-12-31,0000080661-26-000086,pgr-20251231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066126000086/,https://www.sec.gov/Archives/edgar/data/80661/000008066126000086/pgr-20251231.htm,data/raw/sec_10k_html/top100/chunk_03/PGR/2025_PGR_10k.html,data/processed/sec_10k_text/top100/chunk_03/PGR/2025_PGR_10k.txt,30534,6,1.965023,primary_text_sample,TRUE,,,6331,"Fire, Marine & Casualty Insurance",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,18,2,0.111111,0,0.0,1,0.055556,0,0.0,15,0.833333,2,0.111111,0,0.0,1,0.055556,0,0.0,15,0.833333,18,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
52,Lowe's,LOW,60667,0000060667,2024,success,,10-K,2024-03-25,2024-02-02,0000060667-24-000033,low-20240202.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/low-20240202.htm,data/raw/sec_10k_html/top100/chunk_03/LOW/2024_LOW_10k.html,data/processed/sec_10k_text/top100/chunk_03/LOW/2024_LOW_10k.txt,40866,7,1.712915,primary_text_sample,TRUE,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,3,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,1,0.333333,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
52,Lowe's,LOW,60667,0000060667,2025,success,,10-K,2025-03-24,2025-01-31,0000060667-25-000049,low-20250131.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066725000049/,https://www.sec.gov/Archives/edgar/data/60667/000006066725000049/low-20250131.htm,data/raw/sec_10k_html/top100/chunk_03/LOW/2025_LOW_10k.html,data/processed/sec_10k_text/top100/chunk_03/LOW/2025_LOW_10k.txt,39568,8,2.021836,primary_text_sample,TRUE,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,13,0,0.0,2,0.153846,3,0.230769,3,0.230769,5,0.384615,0,0.0,2,0.153846,3,0.230769,3,0.230769,5,0.384615,8,0.615384,0.384615,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
53,Energy Transfer,ET,1276187,0001276187,2023,success,,10-K,2024-02-16,2023-12-31,0001276187-24-000024,et-20231231.htm,https://www.sec.gov/Archives/edgar/data/1276187/000127618724000024/,https://www.sec.gov/Archives/edgar/data/1276187/000127618724000024/et-20231231.htm,data/raw/sec_10k_html/top100/chunk_03/ET/2023_ET_10k.html,data/processed/sec_10k_text/top100/chunk_03/ET/2023_ET_10k.txt,154192,1,0.064854,primary_text_sample,TRUE,,,4922,Natural Gas Transmission,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
53,Energy Transfer,ET,1276187,0001276187,2024,success,,10-K,2025-02-14,2024-12-31,0001276187-25-000018,et-20241231.htm,https://www.sec.gov/Archives/edgar/data/1276187/000127618725000018/,https://www.sec.gov/Archives/edgar/data/1276187/000127618725000018/et-20241231.htm,data/raw/sec_10k_html/top100/chunk_03/ET/2024_ET_10k.html,data/processed/sec_10k_text/top100/chunk_03/ET/2024_ET_10k.txt,157988,1,0.063296,primary_text_sample,TRUE,,,4922,Natural Gas Transmission,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
53,Energy Transfer,ET,1276187,0001276187,2025,success,,10-K,2026-02-19,2025-12-31,0001276187-26-000013,et-20251231.htm,https://www.sec.gov/Archives/edgar/data/1276187/000127618726000013/,https://www.sec.gov/Archives/edgar/data/1276187/000127618726000013/et-20251231.htm,data/raw/sec_10k_html/top100/chunk_03/ET/2025_ET_10k.html,data/processed/sec_10k_text/top100/chunk_03/ET/2025_ET_10k.txt,162490,1,0.061542,primary_text_sample,TRUE,,,4922,Natural Gas Transmission,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
54,Procter & Gamble,PG,80424,0000080424,2024,success,,10-K,2024-08-05,2024-06-30,0000080424-24-000083,pg-20240630.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042424000083/,https://www.sec.gov/Archives/edgar/data/80424/000008042424000083/pg-20240630.htm,data/raw/sec_10k_html/top100/chunk_03/PG/2024_PG_10k.html,data/processed/sec_10k_text/top100/chunk_03/PG/2024_PG_10k.txt,42242,7,1.657119,primary_text_sample,TRUE,,,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,5,4,0.8,0,0.0,1,0.2,0,0.0,0,0.0,4,0.8,0,0.0,1,0.2,0,0.0,0,0.0,5,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
54,Procter & Gamble,PG,80424,0000080424,2025,success,,10-K,2025-08-04,2025-06-30,0000080424-25-000076,pg-20250630.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042425000076/,https://www.sec.gov/Archives/edgar/data/80424/000008042425000076/pg-20250630.htm,data/raw/sec_10k_html/top100/chunk_03/PG/2025_PG_10k.html,data/processed/sec_10k_text/top100/chunk_03/PG/2025_PG_10k.txt,42692,8,1.873887,primary_text_sample,TRUE,,,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,6,4,0.666667,1,0.166667,1,0.166667,0,0.0,0,0.0,4,0.666667,1,0.166667,1,0.166667,0,0.0,0,0.0,5,0.833334,0.833333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
55,Sysco,SYY,96021,0000096021,2023,success,,10-K,2023-08-25,2023-07-01,0000096021-23-000117,syy-20230701.htm,https://www.sec.gov/Archives/edgar/data/96021/000009602123000117/,https://www.sec.gov/Archives/edgar/data/96021/000009602123000117/syy-20230701.htm,data/raw/sec_10k_html/top100/chunk_03/SYY/2023_SYY_10k.html,data/processed/sec_10k_text/top100/chunk_03/SYY/2023_SYY_10k.txt,60096,1,0.1664,primary_text_sample,TRUE,,,5140,Wholesale-Groceries & Related Products,,,42,Wholesale Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,2,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,ai_cloud_platform_infrastructure
55,Sysco,SYY,96021,0000096021,2024,success,,10-K,2024-08-28,2024-06-29,0000096021-24-000128,syy-20240629.htm,https://www.sec.gov/Archives/edgar/data/96021/000009602124000128/,https://www.sec.gov/Archives/edgar/data/96021/000009602124000128/syy-20240629.htm,data/raw/sec_10k_html/top100/chunk_03/SYY/2024_SYY_10k.html,data/processed/sec_10k_text/top100/chunk_03/SYY/2024_SYY_10k.txt,61381,16,2.60667,primary_text_sample,TRUE,,,5140,Wholesale-Groceries & Related Products,,,42,Wholesale Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,11,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,7,0.636363,0.545455,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
55,Sysco,SYY,96021,0000096021,2025,success,,10-K,2025-08-22,2025-06-28,0000096021-25-000099,syy-20250628.htm,https://www.sec.gov/Archives/edgar/data/96021/000009602125000099/,https://www.sec.gov/Archives/edgar/data/96021/000009602125000099/syy-20250628.htm,data/raw/sec_10k_html/top100/chunk_03/SYY/2025_SYY_10k.html,data/processed/sec_10k_text/top100/chunk_03/SYY/2025_SYY_10k.txt,61241,16,2.612629,primary_text_sample,TRUE,,,5140,Wholesale-Groceries & Related Products,,,42,Wholesale Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,11,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,7,0.636363,0.545455,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
56,American Express,AXP,4962,0000004962,2023,success,,10-K,2024-02-09,2023-12-31,0000004962-24-000013,axp-20231231.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496224000013/,https://www.sec.gov/Archives/edgar/data/4962/000000496224000013/axp-20231231.htm,data/raw/sec_10k_html/top100/chunk_03/AXP/2023_AXP_10k.html,data/processed/sec_10k_text/top100/chunk_03/AXP/2023_AXP_10k.txt,86796,33,3.802019,primary_text_sample,TRUE,,,6199,Finance Services,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,16,5,0.3125,5,0.3125,2,0.125,0,0.0,4,0.25,5,0.3125,5,0.3125,2,0.125,0,0.0,4,0.25,11,0.6875,0.6875,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
56,American Express,AXP,4962,0000004962,2024,success,,10-K,2025-02-07,2024-12-31,0000004962-25-000016,axp-20241231.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496225000016/,https://www.sec.gov/Archives/edgar/data/4962/000000496225000016/axp-20241231.htm,data/raw/sec_10k_html/top100/chunk_03/AXP/2024_AXP_10k.html,data/processed/sec_10k_text/top100/chunk_03/AXP/2024_AXP_10k.txt,88945,50,5.621451,primary_text_sample,TRUE,,,6199,Finance Services,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,28,12,0.428571,6,0.214286,3,0.107143,0,0.0,7,0.25,12,0.428571,6,0.214286,3,0.107143,0,0.0,7,0.25,22,0.785714,0.785714,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
56,American Express,AXP,4962,0000004962,2025,success,,10-K,2026-02-06,2025-12-31,0000004962-26-000080,axp-20251231.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496226000080/,https://www.sec.gov/Archives/edgar/data/4962/000000496226000080/axp-20251231.htm,data/raw/sec_10k_html/top100/chunk_03/AXP/2025_AXP_10k.html,data/processed/sec_10k_text/top100/chunk_03/AXP/2025_AXP_10k.txt,88936,13,1.461725,primary_text_sample,TRUE,,,6199,Finance Services,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,37,9,0.243243,9,0.243243,5,0.135135,1,0.027027,13,0.351351,9,0.243243,9,0.243243,5,0.135135,1,0.027027,13,0.351351,27,0.729729,0.702703,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
57,Albertsons,ACI,1646972,0001646972,2024,success,,10-K,2024-04-22,2024-02-24,0001646972-24-000060,aci-20240224.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000060/,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000060/aci-20240224.htm,data/raw/sec_10k_html/top100/chunk_03/ACI/2024_ACI_10k.html,data/processed/sec_10k_text/top100/chunk_03/ACI/2024_ACI_10k.txt,50631,4,0.79003,primary_text_sample,TRUE,,,5411,Retail-Grocery Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,9,1,0.111111,1,0.111111,0,0.0,0,0.0,7,0.777778,1,0.111111,1,0.111111,0,0.0,0,0.0,7,0.777778,8,0.888889,0.888889,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
57,Albertsons,ACI,1646972,0001646972,2025,success,,10-K,2025-04-21,2025-02-22,0001646972-25-000052,aci-20250222.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697225000052/,https://www.sec.gov/Archives/edgar/data/1646972/000164697225000052/aci-20250222.htm,data/raw/sec_10k_html/top100/chunk_03/ACI/2025_ACI_10k.html,data/processed/sec_10k_text/top100/chunk_03/ACI/2025_ACI_10k.txt,49640,4,0.805802,primary_text_sample,TRUE,,,5411,Retail-Grocery Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,11,0,0.0,1,0.090909,4,0.363636,0,0.0,6,0.545455,0,0.0,1,0.090909,4,0.363636,0,0.0,6,0.545455,10,0.909091,0.909091,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
58,Archer Daniels Midland,ADM,7084,0000007084,2023,success,,10-K,2024-03-12,2023-12-31,0000007084-24-000009,adm-20231231.htm,https://www.sec.gov/Archives/edgar/data/7084/000000708424000009/,https://www.sec.gov/Archives/edgar/data/7084/000000708424000009/adm-20231231.htm,data/raw/sec_10k_html/top100/chunk_03/ADM/2023_ADM_10k.html,data/processed/sec_10k_text/top100/chunk_03/ADM/2023_ADM_10k.txt,59800,5,0.83612,primary_text_sample,TRUE,,,2070,Fats & Oils,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,5,0,0.0,1,0.2,2,0.4,0,0.0,2,0.4,0,0.0,1,0.2,2,0.4,0,0.0,2,0.4,4,0.8,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
58,Archer Daniels Midland,ADM,7084,0000007084,2024,success,,10-K,2025-02-20,2024-12-31,0000007084-25-000011,adm-20241231.htm,https://www.sec.gov/Archives/edgar/data/7084/000000708425000011/,https://www.sec.gov/Archives/edgar/data/7084/000000708425000011/adm-20241231.htm,data/raw/sec_10k_html/top100/chunk_03/ADM/2024_ADM_10k.html,data/processed/sec_10k_text/top100/chunk_03/ADM/2024_ADM_10k.txt,54413,4,0.735118,primary_text_sample,TRUE,,,2070,Fats & Oils,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,17,0,0.0,1,0.058824,2,0.117647,0,0.0,14,0.823529,0,0.0,1,0.058824,2,0.117647,0,0.0,14,0.823529,16,0.941176,0.941176,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
